PC1_loading,PC2_loading,Ensembl_ID_versioned,Ensembl_ID,gene_symbol
0.020287520387260175,0.007616946404451584,ENSG00000169550.14,ENSG00000169550,MUC15
-0.019952379532308603,0.0066234702541659385,ENSG00000180269.8,ENSG00000180269,GPR139
0.030086452904077597,0.0008476465201038828,ENSG00000065371.17,ENSG00000065371,ROPN1
-0.020142107753459447,0.021388948354304438,ENSG00000126010.6,ENSG00000126010,GRPR
0.008525794496924373,0.012131225030889517,ENSG00000185559.16,ENSG00000185559,DLK1
-0.003676791977127504,0.011375332869879887,ENSG00000170373.8,ENSG00000170373,CST1
0.027888102186731153,-0.0019254857776663122,ENSG00000186832.9,ENSG00000186832,KRT16
0.02517973003553021,0.005561292334957104,ENSG00000167755.15,ENSG00000167755,KLK6
0.0221151119159729,-0.003515977961554427,ENSG00000152977.10,ENSG00000152977,ZIC1
0.0077799981810808905,-0.002927349383811756,ENSG00000229314.5,ENSG00000229314,ORM1
0.016722234716081297,0.018974750317303703,ENSG00000211638.2,ENSG00000211638,IGLV8-61
-0.0074797058408833245,0.007979122072457136,ENSG00000166415.15,ENSG00000166415,WDR72
0.02218400119410969,-0.007773346962543598,ENSG00000102854.16,ENSG00000102854,MSLN
-0.018832517828274928,0.02121210047632167,ENSG00000154198.14,ENSG00000154198,CYP4Z2P
-0.0038796992247218877,0.003532914918956879,ENSG00000074211.14,ENSG00000074211,PPP2R2C
-0.03029296069122574,0.017868978155617575,ENSG00000287914.1,ENSG00000287914,AL078582.2
-0.008680791784255293,0.011176501757005965,ENSG00000124939.6,ENSG00000124939,SCGB2A1
0.024214506183925823,0.009508977786753837,ENSG00000007062.12,ENSG00000007062,PROM1
-0.01895569800668023,0.015349014548837109,ENSG00000121270.16,ENSG00000121270,ABCC11
-0.023767456154312566,0.016419024565606188,ENSG00000249346.7,ENSG00000249346,LINC01016
0.01637394821015494,0.019279528481261434,ENSG00000211935.3,ENSG00000211935,IGHV1-3
-0.018269329045787833,0.014523116161835221,ENSG00000238117.1,ENSG00000238117,AP000844.2
0.01666946767864038,-0.011443943164021387,ENSG00000117148.8,ENSG00000117148,ACTL8
-0.008689540767244562,0.004238267830335498,ENSG00000173404.5,ENSG00000173404,INSM1
-0.00725146152393056,0.009606274164208036,ENSG00000077327.16,ENSG00000077327,SPAG6
0.02086888165569593,0.004951101691577808,ENSG00000181143.15,ENSG00000181143,MUC16
-0.024697474030166002,0.011405003799734718,ENSG00000251141.6,ENSG00000251141,MRPS30-DT
0.0016351142581965696,0.025252816422746193,ENSG00000187288.12,ENSG00000187288,CIDEC
0.006209384975832829,0.008384360842949884,ENSG00000022556.16,ENSG00000022556,NLRP2
-0.0007541154277618104,0.004731861381674223,ENSG00000214263.2,ENSG00000214263,RPSAP53
0.020823142482016707,0.009754836154622313,ENSG00000129451.12,ENSG00000129451,KLK10
-0.020054139511228405,0.004908318235378895,ENSG00000249599.2,ENSG00000249599,BMPR1B-DT
-0.009993068307599884,0.013094440702014555,ENSG00000170786.12,ENSG00000170786,SDR16C5
0.018122502464263588,-0.015294434212827382,ENSG00000107159.13,ENSG00000107159,CA9
